step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
2640,2641.0,247,6.99384365742806,84,2160.0
2650,2651.0,245,6.8986055131951565,104,2507.0
2660,2661.0,245,6.577663704594121,96,2953.0
2670,2671.0,246,6.99488909731234,90,3307.0
2680,2681.0,249,7.453242627960371,87,3172.0
2690,2691.0,248,7.0655729175027675,96,3331.0
2700,2701.0,243,6.492765355136319,99,3646.0
2710,2711.0,245,6.502982290694318,98,4101.0
2720,2721.0,242,6.085802449344233,99,4427.0
2730,2731.0,244,6.7528456851510255,89,4030.0
2740,2741.0,241,7.52121226667495,83,3635.0
2750,2751.0,242,7.100566793023246,80,3809.0
2760,2761.0,240,6.777695291121395,93,4172.0
2770,2771.0,241,6.736732441341689,99,4626.0
2780,2781.0,241,6.221664066107697,97,5180.0
2790,2791.0,248,6.654589970921479,95,5536.0
2800,2801.0,244,6.5403618663473955,94,5964.0
2810,2811.0,246,7.259694675286223,89,5981.0
2820,2821.0,250,7.032942382440131,90,6215.0
2830,2831.0,249,6.4357459575485745,86,6362.0
2840,2841.0,253,6.413309321417598,109,7046.0
2850,2851.0,250,6.691823795110128,104,7583.0
2860,2861.0,248,6.321735066340056,97,7777.0
2870,2871.0,248,6.770029701686486,92,8219.0
2880,2881.0,248,7.180688705198562,96,8631.0
2890,2891.0,247,6.756657399115748,98,8508.0
2900,2901.0,247,6.893666001819126,90,5472.0
2910,2911.0,247,6.692245777339166,92,3760.0
2920,2921.0,246,7.03435308572015,94,4272.0
2930,2931.0,242,7.074403806773708,89,3993.0
2940,2941.0,245,7.329686677823231,68,1192.0
2950,2951.0,250,7.085434004150278,91,1442.0
2960,2961.0,245,6.535449955033465,102,1696.0
2970,2971.0,253,6.876869597791127,84,1335.0
2980,2981.0,251,7.091217134947807,78,981.0
2990,2991.0,256,7.2097936805446095,89,1298.0
3000,3001.0,257,6.5093220309957465,100,1507.0
3010,3011.0,256,5.912771086874874,112,1786.0
3020,3021.0,262,6.280424586262078,93,1875.0
3030,3031.0,258,6.633871423015063,104,2219.0
3040,3041.0,257,6.288754021904577,97,2500.0
3050,3051.0,262,6.80902420922577,94,2691.0
3060,3061.0,261,6.810672978885901,101,3021.0
3070,3071.0,257,6.201992304182116,114,3815.0
3080,3081.0,254,6.0705143625397975,108,4247.0
3090,3091.0,253,6.299206090551129,110,4541.0
3100,3101.0,254,6.626869978084268,104,5030.0
3110,3111.0,257,7.040924684658166,100,5030.0
3120,3121.0,254,6.317530192813964,108,4880.0
3130,3131.0,259,5.812722838427696,112,5461.0
3140,3141.0,265,5.440306494309265,128,6129.0
3150,3151.0,260,5.9466439526988015,116,6699.0
3160,3161.0,262,6.377764592908334,102,6734.0
3170,3171.0,265,6.268891409396673,118,7481.0
3180,3181.0,264,5.748263420695755,122,7845.0
3190,3191.0,264,5.948762368423392,128,8620.0
3200,3201.0,263,5.699298432607273,128,9414.0
3210,3211.0,264,6.011437089592675,119,9734.0
3220,3221.0,269,6.449610166925105,103,9822.0
3230,3231.0,270,6.629658544959178,108,8303.0
3240,3241.0,271,6.54394162812222,111,8953.0
3250,3251.0,270,6.652761411649858,101,7570.0
3260,3261.0,269,6.452919838382621,106,7883.0
3270,3271.0,270,6.544427595088401,112,8475.0
3280,3281.0,269,5.948628189518239,113,8660.0
3290,3291.0,272,6.102346008847675,119,8919.0
3300,3301.0,265,5.984214035451401,117,9781.0
3310,3311.0,268,6.138500167287874,120,10291.0
3320,3321.0,266,6.150779727308455,113,10866.0
3330,3331.0,267,6.355751972461328,113,11579.0
3340,3341.0,266,5.920671387905906,120,11605.0
3350,3351.0,267,6.519591687801032,98,6758.0
3360,3361.0,267,6.546307789841363,97,4685.0
3370,3371.0,265,6.512934370419298,93,2035.0
3380,3381.0,265,6.5095540571345465,101,2306.0
3390,3391.0,265,6.525459536649836,111,2961.0
3400,3401.0,267,5.9016104307830535,125,3632.0
3410,3411.0,267,6.054587229757631,115,4234.0
3420,3421.0,270,6.44738944433356,97,4131.0
3430,3431.0,270,6.246431276544758,127,4988.0
3440,3441.0,271,6.100978311358312,120,5702.0
3450,3451.0,267,6.413181434755293,100,5536.0
3460,3461.0,265,6.899878288064683,107,6147.0
3470,3471.0,263,6.617822674834143,100,6642.0
3480,3481.0,263,5.89873494106416,115,7346.0
3490,3491.0,267,5.573615113240357,131,8121.0
3500,3501.0,268,5.44693795770497,122,8662.0
3510,3511.0,265,6.2829847373228995,116,9337.0
3520,3521.0,262,6.451360552426258,121,10133.0
3530,3531.0,269,5.9052367380532935,117,10399.0
3540,3541.0,268,6.090662406582183,127,10555.0
3550,3551.0,273,6.307574375258879,116,8493.0
3560,3561.0,276,6.594492765977412,103,7946.0
3570,3571.0,280,6.710704788639712,123,8346.0
3580,3581.0,278,6.471051765031787,130,9182.0
3590,3591.0,278,6.442267235279143,108,9139.0
