step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
2470,2471.0,245,7.158809325404333,85,2702.0
2480,2481.0,240,6.487528691140661,86,2881.0
2490,2491.0,236,6.941418437170186,84,2465.0
2500,2501.0,235,6.784664617211755,95,2815.0
2510,2511.0,234,6.468743448438596,94,3292.0
2520,2521.0,237,7.238495954763968,86,3245.0
2530,2531.0,231,7.4778306194379445,72,2177.0
2540,2541.0,235,6.462076747227428,96,2711.0
2550,2551.0,236,6.984217524269577,91,3055.0
2560,2561.0,238,7.388734806400736,77,3260.0
2570,2571.0,242,6.89901908463451,86,3615.0
2580,2581.0,241,6.834240011157372,98,3833.0
2590,2591.0,236,7.147419364781393,86,3847.0
2600,2601.0,240,6.772981448981377,95,4305.0
2610,2611.0,232,6.004689005703823,103,4869.0
2620,2621.0,237,5.372755032049843,114,5616.0
2630,2631.0,236,6.389919624684001,89,5597.0
2640,2641.0,239,7.215880278171726,80,5466.0
2650,2651.0,236,7.21669603665837,89,5938.0
2660,2661.0,241,6.373294446000603,95,6437.0
2670,2671.0,240,6.621278719526562,88,6563.0
2680,2681.0,241,6.398556449491855,103,7177.0
2690,2691.0,242,6.949658739238826,84,7547.0
2700,2701.0,241,7.0158038641729785,94,8083.0
2710,2711.0,241,6.744294162127686,92,8011.0
2720,2721.0,238,7.2455297878677545,82,4479.0
2730,2731.0,237,7.19820307351371,82,1980.0
2740,2741.0,237,6.865403111968925,78,2015.0
2750,2751.0,236,7.146506063944126,75,2237.0
2760,2761.0,236,6.919872424604548,76,933.0
2770,2771.0,233,6.436412372066502,86,796.0
2780,2781.0,234,6.980248192642729,79,770.0
2790,2791.0,244,6.829450148346663,83,961.0
2800,2801.0,245,7.151918800277866,83,1106.0
2810,2811.0,239,7.363838570757785,82,1141.0
2820,2821.0,240,7.251968413538875,77,1263.0
2830,2831.0,240,6.665687806297978,90,1559.0
2840,2841.0,241,6.902083351087518,100,1825.0
2850,2851.0,242,7.184436626020454,81,1657.0
2860,2861.0,240,6.425732931705991,92,2090.0
2870,2871.0,244,6.573163647214114,90,2527.0
2880,2881.0,246,7.379271130518855,91,2723.0
2890,2891.0,246,6.458257116561023,91,2784.0
2900,2901.0,246,6.499405501785537,88,2862.0
2910,2911.0,249,7.073418534684224,93,3297.0
2920,2921.0,251,6.653974192566315,98,3834.0
2930,2931.0,250,6.602291304146943,92,4422.0
2940,2941.0,249,6.518392051772774,90,4608.0
2950,2951.0,247,6.662650330358334,109,5251.0
2960,2961.0,244,7.0175088301955375,87,5114.0
2970,2971.0,249,5.915726556010855,98,5266.0
2980,2981.0,252,5.752503398996975,118,6007.0
2990,2991.0,255,6.123128419812132,102,6301.0
3000,3001.0,255,6.0915741599655755,111,6865.0
3010,3011.0,260,6.441172378064429,108,7227.0
3020,3021.0,263,6.373752546310631,108,7692.0
3030,3031.0,265,5.949228320166132,122,8226.0
3040,3041.0,261,5.3807055677806686,119,8725.0
3050,3051.0,265,6.247622942623333,114,9286.0
3060,3061.0,265,6.633369586780284,109,9791.0
3070,3071.0,262,6.617267990976409,102,8313.0
3080,3081.0,257,5.645382976000583,95,4540.0
3090,3091.0,255,5.883015119291125,103,3249.0
3100,3101.0,258,5.847516980816846,108,3708.0
3110,3111.0,260,6.164840214201944,104,3831.0
3120,3121.0,258,6.744884547301754,96,3678.0
