step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
2600,2601.0,552,2.6917063054290935,408,25715.0
2610,2611.0,554,2.432955593829052,405,24486.0
2620,2621.0,558,2.4169416373615835,416,23352.0
2630,2631.0,558,2.298074243379744,421,23789.0
2640,2641.0,558,2.3135858043056876,408,26207.0
2650,2651.0,558,2.205958083702812,428,28636.0
2660,2661.0,565,2.069207607743573,444,31533.0
2670,2671.0,565,2.0612256103078255,445,35391.0
2680,2681.0,566,2.261821899836117,447,36999.0
2690,2691.0,572,2.390126977225792,453,39886.0
2700,2701.0,574,2.367661531716767,443,42952.0
2710,2711.0,577,1.8721075893931527,475,47225.0
2720,2721.0,580,1.8386012221978356,477,51662.0
2730,2731.0,584,2.058858619284215,468,55917.0
2740,2741.0,590,2.0844939687843573,476,60151.0
2750,2751.0,589,2.1171966325932927,478,64660.0
2760,2761.0,592,2.0722823065478657,483,69156.0
2770,2771.0,595,2.0608041328375735,481,73486.0
2780,2781.0,598,2.23339596035647,481,77932.0
2790,2791.0,607,2.1843506610909897,497,82618.0
2800,2801.0,613,2.2417069249452006,494,87217.0
2810,2811.0,617,2.2999724395810652,495,89995.0
2820,2821.0,618,2.2290583460039213,482,88086.0
2830,2831.0,621,2.178369867719519,481,85963.0
2840,2841.0,615,2.1833016345355163,457,77324.0
2850,2851.0,615,2.2630819384080034,433,63929.0
2860,2861.0,620,2.112543300982939,468,63042.0
2870,2871.0,621,2.1041369051096197,467,59277.0
2880,2881.0,622,2.116289573565118,447,48353.0
2890,2891.0,629,2.23021548050375,445,40326.0
2900,2901.0,627,2.4866815393429444,429,36071.0
2910,2911.0,635,2.3363092025874486,459,33204.0
2920,2921.0,634,2.2782918561565344,485,34081.0
2930,2931.0,634,2.264633730799792,487,33660.0
2940,2941.0,634,2.3751233005074246,477,31069.0
2950,2951.0,639,2.6920011413979554,452,31262.0
2960,2961.0,641,2.9776982929446887,441,31818.0
2970,2971.0,646,2.7641329719842025,463,34099.0
2980,2981.0,650,2.753958073835295,445,36534.0
2990,2991.0,649,2.853182480524235,462,39005.0
